,Index number,City,State,River,Jam date,Water year,Jam type,Latitude,Longitude,Gage number,Ahps id,Current condition,Damages
5870,20010829160625,Allagash,ME,Allagash River,03/29/2000,2000,Break-up,47.07055555,-69.08083333,01011000,-,-,Unknown
5871,20001031122544,Fort Fairfield,ME,Aroostook River,03/31/2000,2000,Break-up,46.77138888,-67.82305555,01017500,-,-,Unknown
5872,20010829160928,Northeast Harbor,ME,Hadlock Brook,02/14/2000,2000,-,44.33166666,-69.27972222,01022860,-,-,Unknown
5873,20010827154552,Augusta,ME,Kennebec River,01/01/2000,2000,Freeze-up,44.25,-69.76861111,01049320,-,-,none
5874,20030619105748,Wesley,ME,Old Stream,12/23/1999,2000,-,44.93583333,-67.73555555,01021480,-,-,?
5875,20010829160433,Dickey,ME,St. John River,03/28/2000,2000,Break-up,47.11222222,-69.09027777,01010500,-,-,Unknown
5876,20001031123447,Grand Isle,ME,St. John River,03/31/2000,2000,Break-up,47.30527777,-68.1525,-,-,-,flooding of lowlying fields
5877,20010829155838,Ninemile Bridge,ME,St. John River,03/27/2000,2000,Break-up,46.7,-69.71638888,01010000,-,-,Unknown
5878,20010726113910,Van Buren,ME,St. John River,04/01/2000,2000,Break-up,47.15722222,-67.93583333,-,-,-,?
5879,20010829161118,Gilead,ME,Wild River,02/28/2000,2000,Break-up,44.39083333,-70.97972222,01054200,-,-,Unknown
5880,20001031125933,Rockland,MI,Ontonagon River,02/28/2000,2000,-,46.72083333,-89.20611111,04040000,-,-,Unknown
5881,2104,Huntington,MA,Westfield River,01/22/1999,1999,-,42.23472222,-72.87833333,?,-,-,?
5882,101677,Sidney,MT,First Hay Creek,03/15/1999,1999,Unknown,47.83591667,-104.2748028,6329570,-,-,-
5883,101938,Dodson,MT,Milk River,03/02/1999,1999,Unknown,48.40277778,-108.2940944,6155030,-,-,-
5884,102080,international boundary,MT,Poplar River,03/23/1999,1999,Unknown,48.9902861,-105.6969083,6178000,-,-,-
5885,101787,Dagmar,MT,Sand Creek,03/17/1999,1999,Unknown,48.4989472,-104.2725889,6183850,-,-,-
5886,101786,Kirby,MT,Rosebud Creek,03/17/1999,1999,Unknown,45.24571667,-106.9679056,6295100,-,-,-
5887,102205,Dagmar,MT,Lake Creek,03/28/1999,1999,Unknown,48.56413889,-104.1775528,6183750,-,-,-
5888,102052,Medicine Lake,MT,Big Muddy Creek,03/22/1999,1999,Unknown,48.5095972,-104.5490333,6183700,-,-,-
5889,102152,Fallon,MT,Spring Creek,03/26/1999,1999,Unknown,46.80169167,-104.9910889,6326940,-,-,-
5890,102019,Helmville,MT,Nevada Creek,03/21/1999,1999,Unknown,46.77777778,-112.767786,12335500,-,-,-
5891,101854,Martinsdale,MT,Big Coulee,03/18/1999,1999,Unknown,46.549875,-110.3151194,6117800,-,-,-
5892,101980,Dagmar,MT,Cottonwood Creek,03/20/1999,1999,Unknown,48.50921389,-104.1733528,6183800,-,-,-
5893,102420,Musselshell,MT,Fishel Creek,03/07/1999,1999,Unknown,46.4568,-108.1117167,6127505,-,-,-
5894,102419,Mosby,MT,Bair Coulee,03/07/1999,1999,Unknown,47.05406667,-107.6125833,6130610,-,-,-
5895,102375,Sumatra,MT,Home Creek,03/06/1999,1999,Unknown,46.6371,-107.6202833,6127520,-,-,-
5896,102374,Judith Gap,MT,East Fk Roberts Creek,03/06/1999,1999,Unknown,46.67930556,-109.6795694,6124600,-,-,-
5897,102373,Custer,MT,Andresen Coulee,03/06/1999,1999,Unknown,46.0650583,-107.5429194,6294400,-,-,-
5898,102342,Flatwillow,MT,Little Wall Creek,03/05/1999,1999,Unknown,46.7471444,-108.6047417,6127585,-,-,-
5899,102498,Valentine,MT,Blood Creek,03/09/1999,1999,Unknown,47.33613056,-108.4598833,6130620,-,-,-
5900,102314,Saco,MT,Milk River,03/04/1999,1999,Unknown,48.50920278,-107.2187556,6164510,-,-,-
5901,100598,Opportunity,MT,Silver Bow Creek,12/18/1998,1999,Unknown,46.1077583,-112.8052833,12323600,-,-,-
5902,100750,Libby,MT,Fisher River,12/30/1998,1999,Unknown,48.35560278,-115.31465,12302055,-,-,-
5903,100730,Huntley,MT,Pryor Creek,12/29/1998,1999,Unknown,45.8196944,-108.2903333,6216900,-,-,-
5904,100729,Bonner,MT,Clark Fork,12/29/1998,1999,Unknown,46.8259111,-113.8140306,12334550,-,-,-
5905,100720,Pryor,MT,Pryor Creek,12/28/1998,1999,Unknown,45.43467778,-108.5336528,6216000,-,-,-
5906,100702,Anaconda,MT,Warm Springs Creek,12/26/1998,1999,Unknown,46.13366667,-112.9031528,12323760,-,-,-
5907,100688,Niarada,MT,Mill Creek,12/24/1998,1999,Unknown,47.82982778,-114.6978333,12374250,-,-,-
5908,101057,Van Norman,MT,Mcguire Creek,02/23/1999,1999,Unknown,47.60537778,-106.1529833,6131300,-,-,-
5909,100641,Ronan,MT,South Crow Creek,12/21/1998,1999,Unknown,47.4914361,-114.0266444,12375900,-,-,-
5910,101163,Circle,MT,Redwater River,02/26/1999,1999,Unknown,47.4139722,-105.5756444,6177500,-,-,-
5911,101162,Locate,MT,Powder River,02/26/1999,1999,Unknown,46.4294361,-105.3103306,6326500,-,-,-
5912,101161,Rocky Boy,MT,Big Sandy Creek,02/26/1999,1999,Unknown,48.1724444,-109.8260111,6137400,-,-,-
5913,101433,Browning,MT,Powell Coulee,03/10/1999,1999,Unknown,48.7503444,-112.7567444,6098700,-,-,-
5914,100158,Culbertson,MT,Missouri River,01/18/1999,1999,Unknown,48.1235,-104.4733,6185500,-,-,-
5915,100414,Kirby,MT,Rosebud Creek,01/08/1999,1999,Unknown,45.36116667,-106.9903556,6295113,-,-,-
5916,100399,Twin Bridges,MT,Jefferson River,01/07/1999,1999,Unknown,45.6132833,-112.3293972,6026500,-,-,-
5917,100121,Dodson,MT,Peoples Creek,01/16/1999,1999,Unknown,48.3636333,-108.3562389,6154550,-,-,-
5918,100102,Hays,MT,Peoples Creek,01/15/1999,1999,Unknown,48.2237333,-108.7140528,6154400,-,-,-
5919,100073,Miles City,MT,Tongue River,01/13/1999,1999,Unknown,46.3845944,-105.8455222,6308500,-,-,-
5920,100061,Rosebud,MT,Rosebud Creek,01/12/1999,1999,Unknown,46.26463056,-106.4752306,6296003,-,-,-
5921,100060,Colstrip,MT,Rosebud Creek,01/12/1999,1999,Unknown,45.76715,-106.5698583,6295250,-,-,-
5922,100059,Mosby,MT,Musselshell River,01/12/1999,1999,Unknown,46.99469167,-107.8891639,6130500,-,-,-
5923,20090922143651,North Greece,NY,Northrup Creek,01/24/1999,1999,Unknown,43.25361111,-77.72583333,0422026250,0,-,-
5924,20090922150538,Bridgeville,NY,Neversink River,12/31/1998,1999,Freeze-up,41.6375,-74.61777777,01436690,0,-,-
5925,20090922144829,Bath,NY,Cohocton River,01/23/1999,1999,Unknown,42.34333333,-77.34416666,01528320,0,-,-
5926,20090616100116,West Swanzey,NH,Ashuelot River,03/07/1999,1999,Unknown,42.87111111,-72.32833333,01160350,0,unknown,-
5927,20090331083930,Menominee,IL,Sinsinawa River,12/30/1998,1999,Unknown,42.47888888,-90.48611111,05414820,0,unknown,-
5928,20090714130528,Hermon,NY,Elm Creek,01/24/1999,1999,Unknown,44.4375,-75.21361111,04265100,0,-,-
5929,20090326112721,Momence,IL,Kankakee River,01/24/1999,1999,Unknown,41.16,-87.66861111,05520500,0,unknown,-
5930,20090311094156,Sparta,WI,La Crosse River,12/23/1998,1999,Unknown,43.9375,-90.81055555,05382325,0,unknown,-
5931,20090306091504,Four Corners,WY,Beaver Creek,12/25/1998,1999,Unknown,44.085,-104.06,06392900,0,unknown,-
5932,20090129095403,Hillegass,PA,Perkiomen Creek,12/31/1998,1999,Unknown,40.37388888,-75.52277777,01472199,0,-,-
5933,20090324155851,Marseilles,IL,Illinois River,01/09/1999,1999,Unknown,41.32694444,-88.7175,05543500,0,unknown,-
5934,20090608143440,Anaconda,MT,Warm Springs Creek,12/26/1998,1999,-,46.13361111,-112.91333333,12323760,0,unknown,-
5935,20090310073308,Wabeno,WI,Peshtigo River,01/05/1999,1999,Unknown,45.38777777,-88.305,04067958,0,unknown,-
5936,20090519141559,West Swanzey,NH,Ashuelot River,03/07/1999,1999,Unknown,42.87111111,-72.32833333,01160350,0,unknown,-
5937,20090209124235,Horace,ND,Sheyenne River,03/25/1999,1999,Unknown,46.89111111,-96.91638888,05059310,-,unknown,-
5938,20090116094329,Buckhorn,SD,Cold Springs Creek,12/20/1998,1999,Unknown,44.15416666,-104.07694444,06429500,-,-,-
5939,20090327175806,Bismarck,ND,Missouri River,01/16/1999,1999,Unknown,46.81416666,-100.82138888,06342500,1,released,-
5940,20090126113955,Mountain Grove,VA,Back Creek,12/30/1998,1999,Unknown,38.06944444,-79.89694444,02011500,0,-,-
5941,20090714125548,Lowville,NY,Mill Creek Tributary,01/24/1999,1999,Unknown,43.76194444,-75.52027777,04256040,0,-,-
5942,20090512084908,Freeport,IL,Pecatonica River,12/23/1998,1999,Unknown,42.30361111,-89.61583333,05435500,0,unknown,-
5943,20090330143412,Rockton,IL,Rock River,01/13/1999,1999,Unknown,42.44861111,-89.06972222,05437500,0,unknown,-
5944,20090625133543,Kivalina,AK,Wulik River,05/16/1999,1999,Unknown,67.87611111,-163.67444444,15747000,0,unknown,-
5945,20090331103347,West Chicago,IL,Du Page River,01/02/1999,1999,Freeze-up,41.91083333,-88.17888888,05539900,0,unknown,-
5946,20090330143522,Rockton,IL,Rock River,01/17/1999,1999,Unknown,42.44861111,-89.06972222,05437500,0,unknown,-
5947,20090331084420,Menominee,IL,Sinsinawa River,01/04/1999,1999,Unknown,42.47861111,-90.48666666,05414820,0,unknown,-
5948,20090326112232,Momence,IL,Kankakee River,12/27/1998,1999,Unknown,41.16,-87.66861111,05520500,0,unknown,-
5949,20090311093742,Bruce,WI,Flambeau River,12/23/1998,1999,Unknown,45.3725,-91.20944444,05360500,0,unknown,-
5950,20090326105419,Chebanse,IL,Iroquois River,01/26/1999,1999,Unknown,41.00888888,-87.82416666,05526000,0,unknown,-
5951,20090331104345,Naperville,IL,Du Page River,01/22/1999,1999,Unknown,41.72027777,-88.13194444,05540130,0,unknown,-
5952,20090331080658,Monitello,IL,Sangamon River,12/30/1998,1999,Freeze-up,40.03083333,-88.58888888,05572000,0,unknown,-
5953,20090330135852,Como,IL,Rock River,01/13/1999,1999,Unknown,41.78333333,-89.74944444,05443500,0,unknown,-
5954,20090330160552,Greenview,IL,Salt Creek,12/30/1998,1999,Unknown,40.13361111,-89.73555555,05582000,0,unknown,-
5955,20090803122444,Kivalina,AK,Wulik River,05/16/1999,1999,Unknown,67.87611111,-163.67444444,15747000,0,unknown,-
5956,20090325133643,Penrose,IL,Elkhorn Creek,12/14/1998,1999,Unknown,41.90277777,-89.69444444,05444000,0,unknown,-
5957,20090325113547,Oquawka,IL,Hederson Creek,01/23/1999,1999,Unknown,41.00138888,-90.85416666,05469000,0,unknown,-
5958,20090324161222,Kingston Mines,IL,Illinois River,12/31/1998,1999,Unknown,40.55305555,-89.77722222,05568500,0,unknown,-
5959,20090326161705,Green Valley,IL,Mackinaw River,01/14/1999,1999,Unknown,40.45416666,-89.60611111,05568000,0,unknown,-
5960,20090326161343,Green Valley,IL,Mackinaw River,01/01/1999,1999,Freeze-up,40.45416666,-89.60611111,05568000,0,unknown,-
5961,20090326141226,Cornland,IL,Lake Fork,12/11/1998,1999,Unknown,39.95,-89.38611111,05579500,0,unknown,-
5962,20090330125303,Freeport,IL,Pecatonica River,12/22/1998,1999,Freeze-up,42.30361111,-89.61583333,05435500,0,unknown,-
5963,20090330120417,Wonder Lake,IL,Nippersink Creek,12/30/1998,1999,Freeze-up,42.38527777,-88.36916666,05548105,0,unknown,-
5964,20090330112906,Oak Forest,IL,Midlothian Creek,01/23/1999,1999,Unknown,41.61416666,-87.72944444,05536340,0,unknown,-
5965,20090330110310,Oakwood,IL,Vermilion River,01/23/1999,1999,Unknown,40.13666666,-87.74583333,03336645,0,unknown,-
5966,20090331095125,Danville,IL,Vermilion River,01/23/1999,1999,Unknown,40.10083333,-87.59777777,03339000,0,unknown,-
5967,20090325133329,Penrose,IL,Elkhorn Creek,12/30/1998,1999,Unknown,41.90277777,-89.69444444,05444000,0,unknown,-
5968,20090325132013,Penrose,IL,Elkhorn Creek,01/01/1999,1999,Unknown,41.90277777,-89.69444444,05444000,0,unknown,-
5969,20090325131026,Joliet,IL,Hickory Creek,01/22/1999,1999,Unknown,41.51944444,-88.06944444,05539000,0,unknown,-
5970,20090324164900,Dayton,IL,Fox River,01/23/1999,1999,Unknown,41.38444444,-88.78916666,05552500,0,unknown,-
5971,20090324142813,Hanover,IL,Apple River,12/30/1998,1999,Freeze-up,42.25138888,-90.28611111,05419000,0,unknown,-
5972,20090326105656,Chebanse,IL,Iroquois River,01/27/1999,1999,Unknown,41.00888888,-87.82416666,05526000,0,unknown,-
5973,20090624141518,Mc Kinley,MI,Au Sable River,01/01/1999,1999,Unknown,44.61277777,-83.83777777,04136900,0,unknown,-
5974,20090319132152,Homer,AK,Battle Creek,05/20/1999,1999,Unknown,59.74583333,-150.83944444,15238978,0,unknown,-
5975,2098,Moundsville,WV,Fish Creek,01/13/1999,1999,-,39.81666666,-80.79472222,?,-,-,?
5976,2082,Steubenville,WV,Kings Creek,01/13/1999,1999,-,40.45027777,-80.60027777,?,-,-,Roads flooded
5977,20030429102036,Parkersburg,WV,Little Kanawha River,01/13/1999,1999,Break-up,39.26666666,-81.56166666,03151000,-,-,?
5978,20030619110845,Dover-Foxcroft,ME,Piscataquis River,03/02/1999,1999,-,45.17527777,-69.31527777,01031500,-,-,?
5979,2100,Franklin County,OH,Big Walnut Creek,01/18/1999,1999,-,39.88194444,-82.91027777,?,-,-,?
5980,2050,Powhatan Point,OH,Cats Run,01/13/1999,1999,-,39.87777777,-80.80944444,?,-,-,Road flooding
5981,2099,Okeana,OH,Dry Fork Creek,01/13/1999,1999,-,39.36,-84.76388888,?,-,-,?
5982,20030620104726,West Hartford,NH,White River,01/24/1999,1999,-,43.71416666,-72.41861111,01144000,-,-,?
5983,20030620104310,Groveton,NH,Upper Ammonoosuc River,01/24/1999,1999,-,44.625,-71.46944444,01130000,-,-,?
5984,2078,Littleton,NH,Ammonoosuc River,01/24/1999,1999,-,44.30611111,-71.77055555,?,-,-,"Parked cars, treeline damage"
5985,20010829151710,West Swanzey,NH,Ashuelot River,03/07/1999,1999,Break-up,42.87111111,-72.32833333,01160350,-,-,Unknown
5986,20030620105631,West Swanzey,NH,Ashuelot River,03/07/1999,1999,-,42.87111111,-72.32833333,01160350,-,-,?
5987,20030620082246,South Tamworth,NH,Bearcamp River,01/19/1999,1999,-,43.83,-71.28833333,01064801,-,-,?
5988,2080,North Stratford,NH,Connecticut River,01/24/1999,1999,-,44.75555555,-71.62472222,?,-,-,?
5989,20030620104528,East Orange,NH,East Orange Branch,01/19/1999,1999,-,44.09277777,-72.33611111,01139800,-,-,?
5990,20030620082603,Brentwood,NH,Exeter River,02/04/1999,1999,-,42.98444444,-71.03888888,01073587,-,-,?
5991,20000405124531,Lancaster,NH,Israel River,01/20/1999,1999,Break-up,44.48888888,-71.56972222,-,-,-,none
5992,20040115123542,Gorham,NH,Peabody River,01/20/1999,1999,Break-up,44.38777777,-71.17361111,-,-,-,?
5993,2110,Plymouth,NH,Pemigewasset River,01/24/1999,1999,-,43.75694444,-71.68861111,?,-,-,Roads flooded
5994,2092,Plymouth,NH,Pemigewasset River,03/04/1999,1999,-,43.75694444,-71.68861111,?,-,-,?
5995,20030620083139,Temple,NH,Stony Brook Tributary,01/24/1999,1999,-,42.86,-71.83333333,01093800,-,-,?
5996,20030620105239,West Claremont,NH,Sugar River,01/25/1999,1999,-,43.3875,-72.3625,01152500,-,-,?
5997,20030620105428,West Claremont,NH,Sugar River,03/04/1999,1999,-,43.3875,-72.3625,01152500,-,-,?
5998,20030620082916,Bradford,NH,West Branch Warner River,01/24/1999,1999,-,43.25916666,-72.02638888,01085800,-,-,?
5999,2087,Berien,ND,Cannonball River,02/26/1999,1999,-,46.38,-100.94194444,?,-,-,?
6000,2085,Mandan,ND,Heart River,03/02/1999,1999,-,46.82666666,-100.88916666,?,-,-,Flooding of low-lying areas
6001,2086,Grace City,ND,James River,03/27/1999,1999,-,47.55055555,-98.80388888,?,-,-,Roads flooded
6002,2111,Halliday,ND,Spring Creek,03/17/1999,1999,-,47.35444444,-102.33555555,?,-,-,?
6003,19991116064222,Penrose,IL,Elkhorn Creek,11/24/1998,1999,Freeze-up,41.90277777,-89.69444444,05444000,-,-,Unknown
6004,2077,Prophetstown,IL,Rock River,02/01/1999,1999,-,41.67138888,-89.93611111,?,-,-,Road flooding
6005,2067,Falls Village,CT,Housatonic River,01/24/1999,1999,-,41.95583333,-73.36361111,?,-,-,Road flooding
6006,2076,Gaylordsville,CT,Housatonic River,01/25/1999,1999,-,41.65888888,-73.52055555,?,-,-,Flooding
6007,2066,Kent,CT,Housatonic River,01/24/1999,1999,-,41.6875,-73.75416666,?,-,-,Road flooding
6008,2053,New Milford,CT,Housatonic River,01/19/1999,1999,-,41.57694444,-73.40888888,?,-,-,?
6009,2083,New Milford,CT,Housatonic River,01/24/1999,1999,-,41.57694444,-73.40888888,?,-,-,?
6010,2095,Plentywood,MT,Big Muddy RIver,03/21/1999,1999,-,48.77388888,-104.55472222,?,-,-,Roads and pavement flooded
6011,2096,Reserve,MT,Big Muddy Creek,03/18/1999,1999,-,48.55,-104.5,?,-,-,?
6012,2084,Poplar,MT,Poplar River,03/18/1999,1999,-,48.08416666,-105.185,06181000,-,-,Roads flooded
6013,2107,West Richland,WA,Yakima River,12/26/1998,1999,-,46.25,-119.25,?,-,-,"1 drowned, 16 families homeless, village flooded"
6014,2071,East Brady,PA,Allegheny River,01/23/1999,1999,-,40.98583333,-79.61333333,?,-,-,?
6015,20030707103129,Hickory,PA,Allegheny River,01/23/1999,1999,-,41.57083333,-79.40805555,03016000,-,-,?
6016,2055,Parker,PA,Allegheny River,01/22/1999,1999,-,41.04861111,-79.66166666,?,-,-,?
6017,2079,New Bethlehem,PA,Ammonoosuc River,01/23/1999,1999,-,41.00166666,-79.33166666,?,-,-,Road flooding
6018,2109,Cromwell/Shirley Township,PA,Aughwick Creek,01/24/1999,1999,-,40.36361111,-77.83,?,-,-,?
6019,20030707102649,Grantsville,PA,Casselman River,01/13/1999,1999,-,39.70222222,-79.13666666,03078000,-,-,?
6020,20030707102852,Etna,PA,Little Pine Creek,01/15/1999,1999,-,40.52027777,-79.93833333,03049800,-,-,?
6021,2102,Hughesville,PA,Muncy Creek,01/19/1999,1999,-,41.24111111,-76.7075,?,-,-,Homes flooded
6022,2081,Plum Borough,PA,Pucketa Creek,01/13/1999,1999,-,40.51,-79.75,?,-,-,?
6023,2108,McKeesport,PA,Youghiogheny River,01/15/1999,1999,-,40.34777777,-79.86444444,?,-,-,Restaurant and ballfield flooded
6024,20040720141703,Merrill,WI,Prairie River,12/17/1998,1999,Unknown,45.23583333,-89.64972222,05394500,-,-,?
6025,20060323112010,Morgan,WI,Red River,12/09/1998,1999,Freeze-up,44.89805555,-88.84416666,04077630,-,-,?
6026,20060323111724,Morgan,WI,Red River,12/25/1998,1999,-,44.89805555,-88.84416666,04077630,-,-,?
6027,20060323111159,Morgan,WI,Red River,01/11/1999,1999,-,44.89805555,-88.84416666,04077630,-,-,?
6028,20060407084939,Fond du Lac,WI,Sheboygan River,02/12/1999,1999,-,43.80916666,-88.25111111,04085480,-,-,?
6029,20060407100816,Fond du Lac,WI,Sheboygan River,01/09/1999,1999,-,43.80916666,-88.25111111,04085480,-,-,?
6030,20040720095139,Trade River,WI,Trade River,12/20/1998,1999,Unknown,45.59833333,-92.76722222,05340390,-,-,?
6031,20050525161051,Clinton,WI,Turtle Creek,12/22/1998,1999,Freeze-up,42.59722222,-88.82916666,05431486,-,-,?
6032,20060504134658,Lomira,WI,West Branch Milwaukee River,12/21/1998,1999,Freeze-up,43.61611111,-88.39361111,04086125,-,-,?
6033,20060301130400,Green Lake,WI,White Creek,12/25/1998,1999,Freeze-up,43.81611111,-88.92833333,04073462,-,-,?
6034,20060301130814,Green Lake,WI,White Creek,01/10/1999,1999,Freeze-up,43.81611111,-88.92833333,04073462,-,-,?
6035,20060301134928,Langlade,WI,Wolf River,12/21/1998,1999,Unknown,45.19,-88.73333333,04074950,-,-,?
6036,2097,Lostine,OR,Lostine River,12/28/1998,1999,-,45.48694444,-117.42916666,?,-,-,Minor flooding
6037,2113,Tunbridge,VT,First Branch White River,03/04/1999,1999,Break-up,43.87555555,-72.5,?,-,-,"Bridge destroyed, flooding"
6038,2093,East Georgia,VT,Lamoille River,03/22/1999,1999,-,44.68,-73.08361111,?,-,-,?
6039,20030620111232,East Georgia,VT,Lamoille River,03/22/1999,1999,-,44.67916666,-73.07305555,04292500,-,-,?
6040,20030620110914,Shelburne Falls,VT,LaPlatte River,01/24/1999,1999,-,44.37,-73.21666666,04282795,-,-,?
6041,20030620110458,Ferrisburg,VT,Little Otter Creek,01/24/1999,1999,-,44.1975,-73.24944444,04282650,-,-,?
6042,20030620110648,North Ferrisburg,VT,Little Otter Creek,01/24/1999,1999,-,44.24916666,-73.22888888,04282780,-,-,?
6043,2069,Warren,VT,Mad River,01/24/1999,1999,-,44.29888888,-72.69638888,?,-,-,Upstream flooding
6044,20030620105935,Pawlet,VT,Mettawee River,01/24/1999,1999,-,43.37055555,-73.21666666,04280350,-,-,?
6045,20030620111837,Berkshire,VT,Missisquoi River,01/24/1999,1999,-,44.95833333,-72.69861111,04293500,-,-,?
6046,20030620112007,Swanton,VT,Missisquoi River,01/24/1999,1999,-,44.91666666,-73.12888888,04294000,-,-,?
6047,20030620110145,Middlebury,VT,New Haven River,01/24/1999,1999,-,44.06166666,-73.17111111,04282525,-,-,?
6048,20030620105013,West Bridgewater,VT,Ottauquechee River,01/24/1999,1999,-,43.62222222,-72.75944444,01150900,-,-,?
6049,20030620111606,Georgia Plains,VT,Stone Bridge Brook,01/24/1999,1999,-,44.70361111,-73.18166666,04292700,-,-,?
6050,20030620111433,Georgia Plains,VT,Stone Bridge Brook,03/23/1999,1999,-,44.70361111,-73.18166666,04292700,-,-,?
6051,2103,Chester,VT,Williams River,01/24/1999,1999,-,43.17388888,-72.45194444,?,-,-,?
6052,2105,Williston,VT,Winooski River,01/25/1999,1999,-,44.4375,-73.06861111,?,-,-,Road closed
6053,2068,Depue Island,NJ,Delaware River,01/22/1999,1999,-,41.35944444,-74.6925,?,-,-,?
6054,2070,Au Sable Forks,NY,Ausable River,01/24/1999,1999,-,44.44055555,-73.675,?,-,-,"Road, property flooding"
6055,2054,Battenville,NY,Batten Kill,01/20/1999,1999,-,43.10944444,-73.57555555,?,-,-,?
6056,2058,West Seneca,NY,Buffalo Creek,01/23/1999,1999,-,42.85194444,-78.625,?,-,-,Road flooding
6057,2059,Lancaster,NY,Cayuga Creek,01/23/1999,1999,-,42.87,-78.78638888,?,-,-,Road flooding
6058,2060,West Seneca,NY,Cazenovia Creek,01/23/1999,1999,-,42.86111111,-78.82694444,?,-,-,Limited flooding
6059,2064,Greene,NY,Chenango River,01/24/1999,1999,-,42.32916666,-75.77027777,?,-,-,Minor flooding
6060,2063,Savona,NY,Cohocton River,01/23/1999,1999,-,42.25027777,-77.21583333,?,-,-,Road flooding
6061,2094,Perry Mills,NY,Great Chazy River,03/22/1999,1999,-,45.00222222,-73.50444444,?,-,-,Roads flooded
6062,2052,Buskirk,NY,Hoosic River,01/19/1999,1999,-,42.94027777,-73.46638888,?,-,-,"Roads, homes flooded"
6063,2051,New Lebanon,NY,Kinderhook Creek,01/19/1999,1999,-,42.46388888,-73.39694444,?,-,-,Three roads flooded
6064,20030423095757,Canajoharie,NY,Mohawk River,01/28/1999,1999,Combination,42.90555555,-74.57222222,-,-,-,?
6065,2073,Randall,NY,Mohawk River,01/25/1999,1999,-,42.91138888,-74.445,?,-,-,Lowland flooding
6066,20030423110821,Rexford,NY,Mohawk River,02/04/1999,1999,Freeze-up,42.85305555,-73.88833333,-,-,-,?
6067,2074,Schenectady,NY,Mohawk River,01/25/1999,1999,-,42.81416666,-73.94,?,-,-,?
6068,2072,St. Johnsville,NY,Mohawk River,01/24/1999,1999,-,42.96666666,-74.67361111,?,-,-,?
6069,2057,McKeever,NY,Moose River,01/24/1999,1999,-,43.61194444,-75.09916666,?,-,-,Road flooding
6070,2061,Batavia,NY,Tonawanda Creek,01/24/1999,1999,-,43.01083333,-78.19222222,?,-,-,Flooding
6071,2062,Bushville,NY,Tonawanda Creek,01/21/1999,1999,-,43.00194444,-78.25861111,?,-,-,"Road closing, flooding"
6072,2065,Crawford,NY,Verkeerder Kill,01/24/1999,1999,-,41.60222222,-74.32694444,?,-,-,Road and bridge flooding
6073,2075,New Paltz,NY,Wallkill River,01/25/1999,1999,-,41.69111111,-74.16305555,?,-,-,"Road, land flooded"
6074,2101,Amenia,NY,Wassaic Creek,01/18/1999,1999,-,41.84916666,-73.56,?,-,-,"Roads flooded, homes evacuated"
6075,20040819085006,Boulder Junction,WI,Allequash Creek,02/12/1999,1999,-,46.02361111,-89.65277777,05357215,-,-,?
6076,20040819093046,Boulder Junction,WI,Allequash Creek,02/12/1999,1999,-,46.02361111,-89.65277777,05357215,-,-,?
6077,20040720142258,Baraboo,WI,Baraboo River,12/22/1998,1999,Unknown,43.48083333,-89.63583333,05405000,-,-,?
6078,20060425111034,Batavia,WI,Batavia Creek,03/06/1999,1999,Freeze-up,43.59027777,-88.05888888,04086305,-,-,?
6079,20040720142841,La Farge,WI,Kickapoo River,12/22/1998,1999,Unknown,43.57416666,-90.64305555,05408000,-,-,?
6080,20040720143812,Steuben,WI,Kickapoo River,12/22/1998,1999,Unknown,43.18277777,-90.85833333,05410490,-,-,?
6081,20040720112917,Manitowoc,WI,Manitowoc River,02/12/1999,1999,Unknown,44.10722222,-87.71527777,04085427,-,-,?
6082,20060406151200,Cleveland,WI,Meeme River,01/24/1999,1999,-,43.90638888,-87.80777777,40854555,-,-,?
6083,20040720115225,West Bend,WI,Milwaukee River Tributary,02/20/1999,1999,Unknown,43.41222222,-88.14972222,04086250,-,-,?
6084,20040720111338,Oconto,WI,Oconto River,02/24/1999,1999,Unknown,44.86055555,-87.98388888,04071765,-,-,?
6085,20050531142803,Darlington,WI,Pecatonica River,12/21/1998,1999,Freeze-up,42.67777777,-90.11861111,05432500,-,-,?
6086,20050601122640,Martintown,WI,Pecatonica River,12/22/1998,1999,Freeze-up,42.50944444,-89.79944444,05434500,-,-,?
6087,20040720104521,Wabeno,WI,Peshtigo River,12/09/1998,1999,Unknown,45.38777777,-88.305,04067958,-,-,?
6088,20040720104529,Wabeno,WI,Peshtigo River,12/09/1998,1999,Unknown,45.38777777,-88.305,04067958,-,-,?
6089,20050523155228,Middleton,WI,Pheasant Branch,01/03/1999,1999,Freeze-up,43.10333333,-89.51166666,05427948,-,-,?
6090,20050510165634,Rockville,WI,Platte River,12/22/1998,1999,Freeze-up,42.73111111,-90.64027777,05414000,-,-,?
6091,20060501070918,Faith,SD,Moreau River,02/02/1999,1999,-,45.19777777,-102.15611111,06359500,-,-,?
6092,20060501070124,Whitehorse,SD,Moreau River,02/09/1999,1999,-,45.25583333,-100.8425,06360500,-,-,?
6093,20030619104119,Allagash,ME,Allagash River,04/01/1999,1999,-,47.07055555,-69.08083333,01011000,-,-,?
6094,2088,Bethel,ME,Androscoggin River,03/04/1999,1999,-,44.40222222,-70.875,?,-,-,Roads flooded
6095,20030619104310,Washburn,ME,Aroostook River,04/02/1999,1999,-,46.77666666,-68.15805555,01017000,-,-,?
